processo,data_hora,duracao_segundos
System Idle Process,2025-10-26 19:41:15,1761518475.08
System,2025-10-26 19:41:15,1761518475.08
,2025-10-26 19:41:15,1715741.55
Registry,2025-10-26 19:41:15,1715741.54
smss.exe,2025-10-26 19:41:15,1715739.2
PresentMonService.exe,2025-10-26 19:41:15,561841.22
services.exe,2025-10-26 19:41:15,1715731.12
winlogon.exe,2025-10-26 19:41:15,1715731.12
csrss.exe,2025-10-26 19:41:15,1715731.36
wininit.exe,2025-10-26 19:41:15,1715731.17
csrss.exe,2025-10-26 19:41:15,1715731.17
LsaIso.exe,2025-10-26 19:41:15,1715731.12
lsass.exe,2025-10-26 19:41:15,1715731.12
Code.exe,2025-10-26 19:41:15,32813.73
svchost.exe,2025-10-26 19:41:15,1715731.0
fontdrvhost.exe,2025-10-26 19:41:15,1715730.99
fontdrvhost.exe,2025-10-26 19:41:15,1715731.0
conhost.exe,2025-10-26 19:41:15,200315.99
wslservice.exe,2025-10-26 19:41:15,1715370.05
WUDFHost.exe,2025-10-26 19:41:15,1715730.99
svchost.exe,2025-10-26 19:41:15,1715730.77
svchost.exe,2025-10-26 19:41:15,1715730.99
svchost.exe,2025-10-26 19:41:15,1715730.97
svchost.exe,2025-10-26 19:41:15,1715730.9
svchost.exe,2025-10-26 19:41:15,1715730.91
svchost.exe,2025-10-26 19:41:15,1715730.91
svchost.exe,2025-10-26 19:41:15,1715730.93
svchost.exe,2025-10-26 19:41:15,1715730.95
svchost.exe,2025-10-26 19:41:15,1715730.94
svchost.exe,2025-10-26 19:41:15,1715730.94
svchost.exe,2025-10-26 19:41:15,1715730.95
svchost.exe,2025-10-26 19:41:15,369.99
msedgewebview2.exe,2025-10-26 19:41:15,1715639.27
svchost.exe,2025-10-26 19:41:15,1715730.96
svchost.exe,2025-10-26 19:41:15,1715730.96
svchost.exe,2025-10-26 19:41:15,1715730.97
dllhost.exe,2025-10-26 19:41:15,1713062.07
svchost.exe,2025-10-26 19:41:15,1715730.94
svchost.exe,2025-10-26 19:41:15,1715730.95
svchost.exe,2025-10-26 19:41:15,1715730.92
svchost.exe,2025-10-26 19:41:15,1715730.92
svchost.exe,2025-10-26 19:41:15,1715730.91
svchost.exe,2025-10-26 19:41:15,1715730.92
svchost.exe,2025-10-26 19:41:15,1715730.9
dwm.exe,2025-10-26 19:41:15,1715730.9
svchost.exe,2025-10-26 19:41:15,1715730.91
svchost.exe,2025-10-26 19:41:15,1715730.9
svchost.exe,2025-10-26 19:41:15,1715629.41
wsl.exe,2025-10-26 19:41:15,1715366.31
conhost.exe,2025-10-26 19:41:15,1715365.78
svchost.exe,2025-10-26 19:41:15,1715730.89
svchost.exe,2025-10-26 19:41:15,1715730.89
svchost.exe,2025-10-26 19:41:15,1715730.89
WUDFHost.exe,2025-10-26 19:41:15,1715730.88
svchost.exe,2025-10-26 19:41:15,1715730.88
svchost.exe,2025-10-26 19:41:15,1715730.88
svchost.exe,2025-10-26 19:41:15,1715730.88
igfxCUIServiceN.exe,2025-10-26 19:41:15,1715730.87
svchost.exe,2025-10-26 19:41:15,1715730.87
svchost.exe,2025-10-26 19:41:15,1715730.86
NisSrv.exe,2025-10-26 19:41:15,384027.74
chrome.exe,2025-10-26 19:41:15,283914.02
bcmUshUpgradeService.exe,2025-10-26 19:41:15,1715730.83
svchost.exe,2025-10-26 19:41:15,1715730.81
svchost.exe,2025-10-26 19:41:15,1715730.81
svchost.exe,2025-10-26 19:41:15,1715730.8
svchost.exe,2025-10-26 19:41:15,1715730.8
svchost.exe,2025-10-26 19:41:15,1715730.8
vmcompute.exe,2025-10-26 19:41:15,1715369.82
WUDFHost.exe,2025-10-26 19:41:15,1715730.24
svchost.exe,2025-10-26 19:41:15,1715730.74
MemCompression,2025-10-26 19:41:15,1715730.72
svchost.exe,2025-10-26 19:41:15,1715730.72
svchost.exe,2025-10-26 19:41:15,1715730.7
svchost.exe,2025-10-26 19:41:15,1715730.71
WidgetService.exe,2025-10-26 19:41:15,1715640.5
svchost.exe,2025-10-26 19:41:15,562665.17
svchost.exe,2025-10-26 19:41:15,1715730.54
WmiPrvSE.exe,2025-10-26 19:41:15,63.78
svchost.exe,2025-10-26 19:41:15,1715730.37
svchost.exe,2025-10-26 19:41:15,1715629.51
svchost.exe,2025-10-26 19:41:15,1715730.23
WTabletServiceISD.exe,2025-10-26 19:41:15,1715730.23
svchost.exe,2025-10-26 19:41:15,1715730.19
svchost.exe,2025-10-26 19:41:15,1715730.18
bash.exe,2025-10-26 19:41:15,7821.3
svchost.exe,2025-10-26 19:41:15,1715730.17
spoolsv.exe,2025-10-26 19:41:15,1715730.15
conhost.exe,2025-10-26 19:41:15,32809.89
bcmHostControlService.exe,2025-10-26 19:41:15,1715730.15
bcmHostStorageService.exe,2025-10-26 19:41:15,1715730.15
svchost.exe,2025-10-26 19:41:15,1715729.96
svchost.exe,2025-10-26 19:41:15,1715730.14
svchost.exe,2025-10-26 19:41:15,1715730.15
msedgewebview2.exe,2025-10-26 19:41:15,1715695.01
jhi_service.exe,2025-10-26 19:41:15,1715729.97
svchost.exe,2025-10-26 19:41:15,1715730.14
wlanext.exe,2025-10-26 19:41:15,1715730.11
conhost.exe,2025-10-26 19:41:15,1715730.11
Code.exe,2025-10-26 19:41:15,267808.39
IntelAudioService.exe,2025-10-26 19:41:15,1715729.99
wsl.exe,2025-10-26 19:41:15,1715366.51
com.docker.backend.exe,2025-10-26 19:41:15,1715698.15
WmiPrvSE.exe,2025-10-26 19:41:15,1715730.04
svchost.exe,2025-10-26 19:41:15,1715730.04
svchost.exe,2025-10-26 19:41:15,1715730.05
svchost.exe,2025-10-26 19:41:15,1715730.05
msedgewebview2.exe,2025-10-26 19:41:15,1715639.9
OneApp.IGCC.WinService.exe,2025-10-26 19:41:15,1715730.04
esif_uf.exe,2025-10-26 19:41:15,1715730.04
powershell.exe,2025-10-26 19:41:15,1205.93
mysqld.exe,2025-10-26 19:41:15,1715730.01
svchost.exe,2025-10-26 19:41:15,1715730.02
wslrelay.exe,2025-10-26 19:41:15,1715367.23
msedgewebview2.exe,2025-10-26 19:41:15,1715639.87
RtkAudUService64.exe,2025-10-26 19:41:15,1715730.0
TbtP2pShortcutService.exe,2025-10-26 19:41:15,1715730.0
svchost.exe,2025-10-26 19:41:15,1715730.0
svchost.exe,2025-10-26 19:41:15,1715730.0
WavesAudioService.exe,2025-10-26 19:41:15,1715730.01
WavesSysSvc64.exe,2025-10-26 19:41:15,1715730.0
WMIRegistrationService.exe,2025-10-26 19:41:15,1715729.98
svchost.exe,2025-10-26 19:41:15,1715729.98
unsecapp.exe,2025-10-26 19:41:15,1715721.26
RuntimeBroker.exe,2025-10-26 19:41:15,19.57
mysqld.exe,2025-10-26 19:41:15,1715729.84
conhost.exe,2025-10-26 19:41:15,1715729.83
AggregatorHost.exe,2025-10-26 19:41:15,1715728.83
WhatsApp.exe,2025-10-26 19:41:15,284491.1
svchost.exe,2025-10-26 19:41:15,1715711.73
dllhost.exe,2025-10-26 19:41:15,1713099.24
Code.exe,2025-10-26 19:41:15,267780.58
chrome.exe,2025-10-26 19:41:15,191481.81
chrome.exe,2025-10-26 19:41:15,191534.49
svchost.exe,2025-10-26 19:41:15,1715728.41
msedgewebview2.exe,2025-10-26 19:41:15,1715639.81
svchost.exe,2025-10-26 19:41:15,1715719.89
conhost.exe,2025-10-26 19:41:15,1715366.04
explorer.exe,2025-10-26 19:41:15,7583.76
svchost.exe,2025-10-26 19:41:15,946656.5
RtkAudUService64.exe,2025-10-26 19:41:15,1715726.47
WavesSvc64.exe,2025-10-26 19:41:15,1715703.45
conhost.exe,2025-10-26 19:41:15,1715366.04
svchost.exe,2025-10-26 19:41:15,1715722.33
svchost.exe,2025-10-26 19:41:15,1715722.37
wslhost.exe,2025-10-26 19:41:15,1715366.1
svchost.exe,2025-10-26 19:41:15,1505840.11
wsl.exe,2025-10-26 19:41:15,1715366.66
jetbrains-toolbox.exe,2025-10-26 19:41:15,947878.59
svchost.exe,2025-10-26 19:41:15,1715712.4
conhost.exe,2025-10-26 19:41:15,561841.8
dptf_helper.exe,2025-10-26 19:41:15,1715712.33
ApplicationFrameHost.exe,2025-10-26 19:41:15,1715631.43
sihost.exe,2025-10-26 19:41:15,1715712.23
conhost.exe,2025-10-26 19:41:15,196423.04
svchost.exe,2025-10-26 19:41:15,1715712.2
svchost.exe,2025-10-26 19:41:15,1715712.2
svchost.exe,2025-10-26 19:41:15,1715712.2
SecurityHealthSystray.exe,2025-10-26 19:41:15,1715704.37
svchost.exe,2025-10-26 19:41:15,1715712.17
igfxEMN.exe,2025-10-26 19:41:15,1715712.16
svchost.exe,2025-10-26 19:41:15,1715712.13
svchost.exe,2025-10-26 19:41:15,1715712.09
svchost.exe,2025-10-26 19:41:15,1677875.13
svchost.exe,2025-10-26 19:41:15,196131.68
taskhostw.exe,2025-10-26 19:41:15,1715711.94
Code.exe,2025-10-26 19:41:15,32804.73
ShellExperienceHost.exe,2025-10-26 19:41:15,7582.14
svchost.exe,2025-10-26 19:41:15,1715409.92
wslhost.exe,2025-10-26 19:41:15,1715366.1
wslhost.exe,2025-10-26 19:41:15,1715366.1
msedgewebview2.exe,2025-10-26 19:41:15,1715694.73
LocationNotificationWindows.exe,2025-10-26 19:41:15,1715633.85
svchost.exe,2025-10-26 19:41:15,1715711.46
SecurityHealthService.exe,2025-10-26 19:41:15,1715704.37
chrome.exe,2025-10-26 19:41:15,189673.97
sppsvc.exe,2025-10-26 19:41:15,18.81
Widgets.exe,2025-10-26 19:41:15,1715711.01
RuntimeBroker.exe,2025-10-26 19:41:15,1715710.98
RuntimeBroker.exe,2025-10-26 19:41:15,1715710.92
svchost.exe,2025-10-26 19:41:15,1715710.32
svchost.exe,2025-10-26 19:41:15,1715608.59
svchost.exe,2025-10-26 19:41:15,1715630.75
backgroundTaskHost.exe,2025-10-26 19:41:15,381828.32
svchost.exe,2025-10-26 19:41:15,1715630.67
CodeSetup-stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084.tmp,2025-10-26 19:41:15,200989.2
RuntimeBroker.exe,2025-10-26 19:41:15,1715709.84
dllhost.exe,2025-10-26 19:41:15,1715709.43
ctfmon.exe,2025-10-26 19:41:15,1715709.31
TabTip.exe,2025-10-26 19:41:15,1715709.25
Code.exe,2025-10-26 19:41:15,267809.95
SearchIndexer.exe,2025-10-26 19:41:15,1715709.08
svchost.exe,2025-10-26 19:41:15,1715630.82
PhoneExperienceHost.exe,2025-10-26 19:41:15,381866.36
svchost.exe,2025-10-26 19:41:15,1715608.16
svchost.exe,2025-10-26 19:41:15,1715706.91
RtkAudUService64.exe,2025-10-26 19:41:15,1715703.88
svchost.exe,2025-10-26 19:41:15,1715706.83
RuntimeBroker.exe,2025-10-26 19:41:15,1715695.57
unsecapp.exe,2025-10-26 19:41:15,1715702.86
SnippingTool.exe,2025-10-26 19:41:15,1009.01
msedgewebview2.exe,2025-10-26 19:41:15,1715694.72
RuntimeBroker.exe,2025-10-26 19:41:15,2220.02
dllhost.exe,2025-10-26 19:41:15,1715367.64
unsecapp.exe,2025-10-26 19:41:15,1715697.28
bash.exe,2025-10-26 19:41:15,267798.43
com.docker.backend.exe,2025-10-26 19:41:15,1715698.81
conhost.exe,2025-10-26 19:41:15,1715698.8
msteams.exe,2025-10-26 19:41:15,1715695.97
Code.exe,2025-10-26 19:41:15,267809.94
Docker Desktop.exe,2025-10-26 19:41:15,1715695.22
com.docker.build.exe,2025-10-26 19:41:15,1715695.37
msedgewebview2.exe,2025-10-26 19:41:15,1715695.31
msedgewebview2.exe,2025-10-26 19:41:15,1715694.54
Docker Desktop.exe,2025-10-26 19:41:15,1715692.8
Docker Desktop.exe,2025-10-26 19:41:15,1715692.72
pet.exe,2025-10-26 19:41:15,32810.15
MySQLWorkbench.exe,2025-10-26 19:41:15,283264.74
MoUsoCoreWorker.exe,2025-10-26 19:41:15,1715630.49
msedgewebview2.exe,2025-10-26 19:41:15,1715639.88
svchost.exe,2025-10-26 19:41:15,1715639.44
svchost.exe,2025-10-26 19:41:15,1715608.04
taskhostw.exe,2025-10-26 19:41:15,1409424.1
wsl.exe,2025-10-26 19:41:15,1715366.75
chrome.exe,2025-10-26 19:41:15,284463.23
svchost.exe,2025-10-26 19:41:15,561927.88
svchost.exe,2025-10-26 19:41:15,1715155.63
Code.exe,2025-10-26 19:41:15,267809.74
Code.exe,2025-10-26 19:41:15,267810.08
StartMenuExperienceHost.exe,2025-10-26 19:41:15,7582.82
chrome.exe,2025-10-26 19:41:15,284467.52
dllhost.exe,2025-10-26 19:41:15,1715369.87
wslhost.exe,2025-10-26 19:41:15,1715366.23
svchost.exe,2025-10-26 19:41:15,1715607.9
Code.exe,2025-10-26 19:41:15,267806.68
vmwp.exe,2025-10-26 19:41:15,1715370.11
vmmemWSL,2025-10-26 19:41:15,1715370.06
dllhost.exe,2025-10-26 19:41:15,1474609.04
msedgewebview2.exe,2025-10-26 19:41:15,561927.53
conhost.exe,2025-10-26 19:41:15,1715366.18
svchost.exe,2025-10-26 19:41:15,1715599.54
RuntimeBroker.exe,2025-10-26 19:41:15,284491.12
chrome.exe,2025-10-26 19:41:15,285047.7
conhost.exe,2025-10-26 19:41:15,7821.71
msrdc.exe,2025-10-26 19:41:15,1246.98
msedge.exe,2025-10-26 19:41:15,18461.41
svchost.exe,2025-10-26 19:41:15,381828.47
chrome.exe,2025-10-26 19:41:15,285047.75
java.exe,2025-10-26 19:41:15,196423.15
powershell.exe,2025-10-26 19:41:15,32809.52
Code.exe,2025-10-26 19:41:15,32813.25
chrome.exe,2025-10-26 19:41:15,192062.73
Code.exe,2025-10-26 19:41:15,267810.37
idea64.exe,2025-10-26 19:41:15,200322.79
fsnotifier.exe,2025-10-26 19:41:15,200316.69
conhost.exe,2025-10-26 19:41:15,267798.57
conhost.exe,2025-10-26 19:41:15,1206.25
chrome.exe,2025-10-26 19:41:15,285048.01
chrome.exe,2025-10-26 19:41:15,279522.95
msedge.exe,2025-10-26 19:41:15,18461.15
MpDefenderCoreService.exe,2025-10-26 19:41:15,384039.72
svchost.exe,2025-10-26 19:41:15,1240.8
SystemSettingsBroker.exe,2025-10-26 19:41:15,7282.08
chrome.exe,2025-10-26 19:41:15,279558.92
chrome.exe,2025-10-26 19:41:15,285048.06
Code.exe,2025-10-26 19:41:15,32807.71
Code.exe,2025-10-26 19:41:15,267808.64
Code.exe,2025-10-26 19:41:15,32813.11
msedgewebview2.exe,2025-10-26 19:41:15,560534.72
msedge.exe,2025-10-26 19:41:15,18461.04
TextInputHost.exe,2025-10-26 19:41:15,7579.91
svchost.exe,2025-10-26 19:41:15,263.44
IntelGraphicsSoftware.Service.exe,2025-10-26 19:41:15,561842.24
backgroundTaskHost.exe,2025-10-26 19:41:15,2220.38
SearchHost.exe,2025-10-26 19:41:15,7582.86
Code.exe,2025-10-26 19:41:15,267808.79
msedge.exe,2025-10-26 19:41:15,18460.95
svchost.exe,2025-10-26 19:41:15,260.98
Notepad.exe,2025-10-26 19:41:15,205597.21
chrome.exe,2025-10-26 19:41:15,285001.43
chrome.exe,2025-10-26 19:41:15,203318.65
msedge.exe,2025-10-26 19:41:15,18461.05
conhost.exe,2025-10-26 19:41:15,32809.79
OneDrive.Sync.Service.exe,2025-10-26 19:41:15,32442.33
SystemSettings.exe,2025-10-26 19:41:15,384704.97
Code.exe,2025-10-26 19:41:15,267808.02
msedgewebview2.exe,2025-10-26 19:41:15,560536.57
chrome.exe,2025-10-26 19:41:15,279520.13
chrome.exe,2025-10-26 19:41:15,33299.6
chrome.exe,2025-10-26 19:41:15,285047.77
RuntimeBroker.exe,2025-10-26 19:41:15,5273.89
python.exe,2025-10-26 19:41:15,4.93
chrome.exe,2025-10-26 19:41:15,32760.01
MsMpEng.exe,2025-10-26 19:41:15,384039.66
chrome.exe,2025-10-26 19:41:15,32761.94
CodeSetup-stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084.exe,2025-10-26 19:41:15,200989.64
LockApp.exe,2025-10-26 19:41:15,5273.99
OneDrive.exe,2025-10-26 19:41:15,32443.65
chrome.exe,2025-10-26 19:41:15,191512.15
chrome.exe,2025-10-26 19:41:15,203315.05
chrome.exe,2025-10-26 19:41:15,283914.46
System Idle Process,2025-10-26 19:41:28,1761518488.53
System,2025-10-26 19:41:28,1761518488.54
,2025-10-26 19:41:28,1715755.01
Registry,2025-10-26 19:41:28,1715754.99
smss.exe,2025-10-26 19:41:28,1715752.66
PresentMonService.exe,2025-10-26 19:41:28,561854.67
services.exe,2025-10-26 19:41:28,1715744.58
winlogon.exe,2025-10-26 19:41:28,1715744.58
csrss.exe,2025-10-26 19:41:28,1715744.82
wininit.exe,2025-10-26 19:41:28,1715744.63
csrss.exe,2025-10-26 19:41:28,1715744.62
LsaIso.exe,2025-10-26 19:41:28,1715744.57
lsass.exe,2025-10-26 19:41:28,1715744.57
Code.exe,2025-10-26 19:41:28,32827.18
svchost.exe,2025-10-26 19:41:28,1715744.45
fontdrvhost.exe,2025-10-26 19:41:28,1715744.45
fontdrvhost.exe,2025-10-26 19:41:28,1715744.45
conhost.exe,2025-10-26 19:41:28,200329.44
wslservice.exe,2025-10-26 19:41:28,1715383.5
WUDFHost.exe,2025-10-26 19:41:28,1715744.44
svchost.exe,2025-10-26 19:41:28,1715744.22
svchost.exe,2025-10-26 19:41:28,1715744.43
svchost.exe,2025-10-26 19:41:28,1715744.42
svchost.exe,2025-10-26 19:41:28,1715744.35
svchost.exe,2025-10-26 19:41:28,1715744.35
svchost.exe,2025-10-26 19:41:28,1715744.36
svchost.exe,2025-10-26 19:41:28,1715744.36
svchost.exe,2025-10-26 19:41:28,1715744.36
svchost.exe,2025-10-26 19:41:28,1715744.35
svchost.exe,2025-10-26 19:41:28,1715744.35
svchost.exe,2025-10-26 19:41:28,1715744.35
svchost.exe,2025-10-26 19:41:28,383.38
msedgewebview2.exe,2025-10-26 19:41:28,1715652.66
svchost.exe,2025-10-26 19:41:28,1715744.33
svchost.exe,2025-10-26 19:41:28,1715744.33
svchost.exe,2025-10-26 19:41:28,1715744.34
dllhost.exe,2025-10-26 19:41:28,1713075.44
svchost.exe,2025-10-26 19:41:28,1715744.31
svchost.exe,2025-10-26 19:41:28,1715744.31
svchost.exe,2025-10-26 19:41:28,1715744.28
svchost.exe,2025-10-26 19:41:28,1715744.28
svchost.exe,2025-10-26 19:41:28,1715744.28
svchost.exe,2025-10-26 19:41:28,1715744.28
svchost.exe,2025-10-26 19:41:28,1715744.26
dwm.exe,2025-10-26 19:41:28,1715744.26
svchost.exe,2025-10-26 19:41:28,1715744.27
svchost.exe,2025-10-26 19:41:28,1715744.27
svchost.exe,2025-10-26 19:41:28,1715642.77
wsl.exe,2025-10-26 19:41:28,1715379.67
conhost.exe,2025-10-26 19:41:28,1715379.14
svchost.exe,2025-10-26 19:41:28,1715744.25
svchost.exe,2025-10-26 19:41:28,1715744.25
svchost.exe,2025-10-26 19:41:28,1715744.25
WUDFHost.exe,2025-10-26 19:41:28,1715744.24
svchost.exe,2025-10-26 19:41:28,1715744.24
svchost.exe,2025-10-26 19:41:28,1715744.24
svchost.exe,2025-10-26 19:41:28,1715744.24
igfxCUIServiceN.exe,2025-10-26 19:41:28,1715744.23
svchost.exe,2025-10-26 19:41:28,1715744.23
svchost.exe,2025-10-26 19:41:28,1715744.22
NisSrv.exe,2025-10-26 19:41:28,384041.1
chrome.exe,2025-10-26 19:41:28,283927.38
bcmUshUpgradeService.exe,2025-10-26 19:41:28,1715744.19
svchost.exe,2025-10-26 19:41:28,1715744.17
svchost.exe,2025-10-26 19:41:28,1715744.17
svchost.exe,2025-10-26 19:41:28,1715744.15
svchost.exe,2025-10-26 19:41:28,1715744.16
svchost.exe,2025-10-26 19:41:28,1715744.16
vmcompute.exe,2025-10-26 19:41:28,1715383.18
WUDFHost.exe,2025-10-26 19:41:28,1715743.6
svchost.exe,2025-10-26 19:41:28,1715744.09
MemCompression,2025-10-26 19:41:28,1715744.08
svchost.exe,2025-10-26 19:41:28,1715744.08
svchost.exe,2025-10-26 19:41:28,1715744.06
svchost.exe,2025-10-26 19:41:28,1715744.06
WidgetService.exe,2025-10-26 19:41:28,1715653.85
svchost.exe,2025-10-26 19:41:28,562678.52
svchost.exe,2025-10-26 19:41:28,1715743.89
WmiPrvSE.exe,2025-10-26 19:41:28,77.13
svchost.exe,2025-10-26 19:41:28,1715743.72
svchost.exe,2025-10-26 19:41:28,1715642.86
svchost.exe,2025-10-26 19:41:28,1715743.59
WTabletServiceISD.exe,2025-10-26 19:41:28,1715743.58
svchost.exe,2025-10-26 19:41:28,1715743.54
svchost.exe,2025-10-26 19:41:28,1715743.53
bash.exe,2025-10-26 19:41:28,7834.65
svchost.exe,2025-10-26 19:41:28,1715743.52
spoolsv.exe,2025-10-26 19:41:28,1715743.5
conhost.exe,2025-10-26 19:41:28,32823.24
bcmHostControlService.exe,2025-10-26 19:41:28,1715743.49
bcmHostStorageService.exe,2025-10-26 19:41:28,1715743.5
svchost.exe,2025-10-26 19:41:28,1715743.3
svchost.exe,2025-10-26 19:41:28,1715743.49
svchost.exe,2025-10-26 19:41:28,1715743.49
msedgewebview2.exe,2025-10-26 19:41:28,1715708.35
jhi_service.exe,2025-10-26 19:41:28,1715743.31
svchost.exe,2025-10-26 19:41:28,1715743.48
wlanext.exe,2025-10-26 19:41:28,1715743.45
conhost.exe,2025-10-26 19:41:28,1715743.45
Code.exe,2025-10-26 19:41:28,267821.74
IntelAudioService.exe,2025-10-26 19:41:28,1715743.33
wsl.exe,2025-10-26 19:41:28,1715379.85
com.docker.backend.exe,2025-10-26 19:41:28,1715711.49
WmiPrvSE.exe,2025-10-26 19:41:28,1715743.39
svchost.exe,2025-10-26 19:41:28,1715743.38
svchost.exe,2025-10-26 19:41:28,1715743.39
svchost.exe,2025-10-26 19:41:28,1715743.39
msedgewebview2.exe,2025-10-26 19:41:28,1715653.24
OneApp.IGCC.WinService.exe,2025-10-26 19:41:28,1715743.38
esif_uf.exe,2025-10-26 19:41:28,1715743.38
powershell.exe,2025-10-26 19:41:28,1219.27
mysqld.exe,2025-10-26 19:41:28,1715743.35
svchost.exe,2025-10-26 19:41:28,1715743.35
wslrelay.exe,2025-10-26 19:41:28,1715380.57
msedgewebview2.exe,2025-10-26 19:41:28,1715653.21
RtkAudUService64.exe,2025-10-26 19:41:28,1715743.34
TbtP2pShortcutService.exe,2025-10-26 19:41:28,1715743.34
svchost.exe,2025-10-26 19:41:28,1715743.34
svchost.exe,2025-10-26 19:41:28,1715743.34
WavesAudioService.exe,2025-10-26 19:41:28,1715743.35
WavesSysSvc64.exe,2025-10-26 19:41:28,1715743.34
WMIRegistrationService.exe,2025-10-26 19:41:28,1715743.31
svchost.exe,2025-10-26 19:41:28,1715743.31
unsecapp.exe,2025-10-26 19:41:28,1715734.6
RuntimeBroker.exe,2025-10-26 19:41:28,32.91
mysqld.exe,2025-10-26 19:41:28,1715743.18
conhost.exe,2025-10-26 19:41:28,1715743.16
AggregatorHost.exe,2025-10-26 19:41:28,1715742.17
WhatsApp.exe,2025-10-26 19:41:28,284504.43
svchost.exe,2025-10-26 19:41:28,1715725.06
dllhost.exe,2025-10-26 19:41:28,1713112.57
Code.exe,2025-10-26 19:41:28,267793.91
chrome.exe,2025-10-26 19:41:28,191495.14
chrome.exe,2025-10-26 19:41:28,191547.82
svchost.exe,2025-10-26 19:41:28,1715741.74
msedgewebview2.exe,2025-10-26 19:41:28,1715653.14
svchost.exe,2025-10-26 19:41:28,1715733.23
conhost.exe,2025-10-26 19:41:28,1715379.37
explorer.exe,2025-10-26 19:41:28,7597.09
svchost.exe,2025-10-26 19:41:28,946669.83
RtkAudUService64.exe,2025-10-26 19:41:29,1715739.81
WavesSvc64.exe,2025-10-26 19:41:29,1715716.79
conhost.exe,2025-10-26 19:41:29,1715379.37
svchost.exe,2025-10-26 19:41:29,1715735.66
svchost.exe,2025-10-26 19:41:29,1715735.7
wslhost.exe,2025-10-26 19:41:29,1715379.43
svchost.exe,2025-10-26 19:41:29,1505853.44
wsl.exe,2025-10-26 19:41:29,1715380.0
jetbrains-toolbox.exe,2025-10-26 19:41:29,947891.92
svchost.exe,2025-10-26 19:41:29,1715725.74
conhost.exe,2025-10-26 19:41:29,561855.13
dptf_helper.exe,2025-10-26 19:41:29,1715725.66
ApplicationFrameHost.exe,2025-10-26 19:41:29,1715644.76
sihost.exe,2025-10-26 19:41:29,1715725.57
conhost.exe,2025-10-26 19:41:29,196436.37
svchost.exe,2025-10-26 19:41:29,1715725.53
svchost.exe,2025-10-26 19:41:29,1715725.53
svchost.exe,2025-10-26 19:41:29,1715725.53
SecurityHealthSystray.exe,2025-10-26 19:41:29,1715717.7
svchost.exe,2025-10-26 19:41:29,1715725.51
igfxEMN.exe,2025-10-26 19:41:29,1715725.5
svchost.exe,2025-10-26 19:41:29,1715725.46
svchost.exe,2025-10-26 19:41:29,1715725.42
svchost.exe,2025-10-26 19:41:29,1677888.46
svchost.exe,2025-10-26 19:41:29,196145.02
taskhostw.exe,2025-10-26 19:41:29,1715725.28
Code.exe,2025-10-26 19:41:29,32818.06
ShellExperienceHost.exe,2025-10-26 19:41:29,7595.48
svchost.exe,2025-10-26 19:41:29,1715423.25
wslhost.exe,2025-10-26 19:41:29,1715379.44
wslhost.exe,2025-10-26 19:41:29,1715379.43
msedgewebview2.exe,2025-10-26 19:41:29,1715708.06
LocationNotificationWindows.exe,2025-10-26 19:41:29,1715647.18
svchost.exe,2025-10-26 19:41:29,1715724.79
SecurityHealthService.exe,2025-10-26 19:41:29,1715717.71
chrome.exe,2025-10-26 19:41:29,189687.31
Widgets.exe,2025-10-26 19:41:29,1715724.34
RuntimeBroker.exe,2025-10-26 19:41:29,1715724.31
RuntimeBroker.exe,2025-10-26 19:41:29,1715724.25
svchost.exe,2025-10-26 19:41:29,1715723.65
svchost.exe,2025-10-26 19:41:29,1715621.91
svchost.exe,2025-10-26 19:41:29,1715644.07
backgroundTaskHost.exe,2025-10-26 19:41:29,381841.64
svchost.exe,2025-10-26 19:41:29,1715644.0
CodeSetup-stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084.tmp,2025-10-26 19:41:29,201002.52
RuntimeBroker.exe,2025-10-26 19:41:29,1715723.16
dllhost.exe,2025-10-26 19:41:29,1715722.75
ctfmon.exe,2025-10-26 19:41:29,1715722.63
TabTip.exe,2025-10-26 19:41:29,1715722.57
Code.exe,2025-10-26 19:41:29,267823.27
SearchIndexer.exe,2025-10-26 19:41:29,1715722.4
svchost.exe,2025-10-26 19:41:29,1715644.14
PhoneExperienceHost.exe,2025-10-26 19:41:29,381879.68
svchost.exe,2025-10-26 19:41:29,1715621.48
svchost.exe,2025-10-26 19:41:29,1715720.23
RtkAudUService64.exe,2025-10-26 19:41:29,1715717.2
svchost.exe,2025-10-26 19:41:29,1715720.15
RuntimeBroker.exe,2025-10-26 19:41:29,1715708.89
unsecapp.exe,2025-10-26 19:41:29,1715716.18
SnippingTool.exe,2025-10-26 19:41:29,1022.34
msedgewebview2.exe,2025-10-26 19:41:29,1715708.04
RuntimeBroker.exe,2025-10-26 19:41:29,2233.34
dllhost.exe,2025-10-26 19:41:29,1715380.97
unsecapp.exe,2025-10-26 19:41:29,1715710.6
bash.exe,2025-10-26 19:41:29,267811.76
com.docker.backend.exe,2025-10-26 19:41:29,1715712.14
conhost.exe,2025-10-26 19:41:29,1715712.13
msteams.exe,2025-10-26 19:41:29,1715709.29
Code.exe,2025-10-26 19:41:29,267823.27
Docker Desktop.exe,2025-10-26 19:41:29,1715708.54
com.docker.build.exe,2025-10-26 19:41:29,1715708.69
msedgewebview2.exe,2025-10-26 19:41:29,1715708.63
